no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,bookImageURL,bookDtlUrl,loan_count
1,1,소년이 온다 :한강 장편소설 ,지은이: 한강,창비,2014,9788936434120,3810.0,,813.62,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/4086/97/cover/8936434128_2.jpg,https://data4library.kr/bookV?seq=2037399,6300
2,2,홍학의 자리 :정해연 장편소설 ,지은이: 정해연,문학동네,2021,9788954681155,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27587/94/cover/8954681158_1.jpg,https://data4library.kr/bookV?seq=6050062,5667
3,3,작별하지 않는다 :한강 장편소설 ,지은이: 한강,문학동네,2021,9788954682152,3810.0,,813.62,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27877/5/cover/8954682154_1.jpg,https://data4library.kr/bookV?seq=6086446,5540
4,4,모순 :양귀자 장편소설 ,지은이: 양귀자,쓰다,2013,9788998441012,3810.0,,813.62,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/071/902/07190270.jpg?type=m1&udate=20170801,https://data4library.kr/bookV?seq=1938053,5478
5,5,나는 소망한다 내게 금지된 것을 :양귀자 장편소설 ,지은이: 양귀자,쓰다,2019,9788998441074,3810.0,,813.62,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/18936/52/cover/8998441071_1.jpg,https://data4library.kr/bookV?seq=5395822,4336
6,6,지구 끝의 온실 :김초엽 장편소설 ,지은이: 김초엽,Giant Books(자이언트북스),2021,9791191824001,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27692/63/cover/k082733434_1.jpg,https://data4library.kr/bookV?seq=6065686,4238
7,7,채식주의자 :한강 장편소설 ,지은이: 한강,창비,2022,9788936434595,3810.0,,813.62,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/29137/2/cover/8936434594_1.jpg,https://data4library.kr/bookV?seq=6428779,4143
8,8,밝은 밤 :최은영 장편소설 ,지은이: 최은영,문학동네,2021,9788954681179,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27541/91/cover/8954681174_1.jpg,https://data4library.kr/bookV?seq=6045915,3886
9,9,불편한 편의점 :김호연 장편소설 ,지은이: 김호연,나무옆의자,2021,9791161571188,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/26942/84/cover/k582730818_1.jpg,https://data4library.kr/bookV?seq=5962217,3807
10,10,채식주의자:한강 연작소설,한강,창비,2007,9788936433598,3810.0,,813.6,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/033/094/03309417.jpg?type=m1&udate=20180609,https://data4library.kr/bookV?seq=2155671,3692
11,11,천 개의 파랑 :천선란 장편소설 ,지은이: 천선란,허블,2020,9791190090261,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/24895/69/cover/k882632470_2.jpg,https://data4library.kr/bookV?seq=5738747,3665
12,12,이처럼 사소한 것들 :클레어 키건 소설 ,지은이: 클레어 키건 ;옮긴이: 홍한별,다산북스,2023,9791130646381,3840.0,,843.6,문학 > 영미문학 > 소설,https://shopping-phinf.pstatic.net/main_4390280/43902803626.20231108182642.jpg,https://data4library.kr/bookV?seq=6791651,3598
13,13,종의 기원 =정유정 장편소설 /The origin of species ,지은이: 정유정,은행나무,2016,9788956609959,3810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/7492/9/cover/8956609950_2.jpg,https://data4library.kr/bookV?seq=3151708,3465
14,14,급류 :정대건 장편소설 ,지은이: 정대건,민음사,2022,9788937473401,4810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/30769/24/cover/8937473402_1.jpg,https://data4library.kr/bookV?seq=6614564,3462
15,15,바깥은 여름 :김애란 소설 ,지은이: 김애란,문학동네,2017,9788954646079,3810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/15533/81/cover/k852533629_1.jpg,https://data4library.kr/bookV?seq=3451595,3391
16,16,지구에서 한아뿐 :정세랑 장편소설 ,지은이: 정세랑,난다,2019,9791188862290,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/19804/82/cover/k072635131_1.jpg,https://data4library.kr/bookV?seq=5446546,3317
17,17,프로젝트 헤일메리 ,앤디 위어 지음 ;강동혁 옮김,RHK(알에이치코리아),2021,9788925588735,4840.0,,843.6,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/27045/43/cover/8925588730_1.jpg,https://data4library.kr/bookV?seq=5969086,3312
18,18,이중 하나는 거짓말 :김애란 장편소설 ,지은이: 김애란,문학동네,2024,9791141601300,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34474/76/cover200/k292932634_1.jpg,https://data4library.kr/bookV?seq=6933234,3254
19,19,우리가 빛의 속도로 갈 수 없다면 :김초엽 소설 ,지은이: 김초엽,허블,2019,9791190090018,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/19359/16/cover/s972635417_1.jpg,https://data4library.kr/bookV?seq=5430429,3204
20,20,두 사람의 인터내셔널 :김기태 소설 ,지은이: 김기태,문학동네,2024,9788954697941,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/33899/7/cover200/8954697941_1.jpg,https://data4library.kr/bookV?seq=6873522,3201
21,21,"칵테일, 러브, 좀비 ",지은이: 조예은,안전가옥,2020,9791190174756,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/23736/85/cover/k692639764_1.jpg,https://data4library.kr/bookV?seq=5650149,3189
22,22,"시선으로부터, :정세랑 장편소설 ",지은이: 정세랑,문학동네,2020,9788954672214,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/24131/37/cover/8954672213_1.jpg,https://data4library.kr/bookV?seq=5674475,3123
23,23,귀신들의 땅 :천쓰홍 장편 소설 ,지은이: 천쓰홍 ;옮긴이: 김태성,민음사,2023,9788937454820,3820.0,,823.7,문학 > 중국문학 > 소설,https://image.aladin.co.kr/product/33119/32/cover/8937454823_1.jpg,https://data4library.kr/bookV?seq=6811808,3111
24,24,달러구트 꿈 백화점 :주문하신 꿈은 매진입니다 ,지은이: 이미예,팩토리나인,2020,9791165341909,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/24512/70/cover/k392630952_1.jpg,https://data4library.kr/bookV?seq=5707051,2964
25,24,완전한 행복 :정유정 장편소설 ,지은이: 정유정,은행나무,2021,9791167370280,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27225/29/cover/k432732398_2.jpg,https://data4library.kr/bookV?seq=5987427,2964
26,26,아주 희미한 빛으로도 :최은영 소설 ,지은이: 최은영,문학동네,2023,9788954695053,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/32129/40/cover/8954695051_1.jpg,https://data4library.kr/bookV?seq=6738257,2957
27,27,희랍어 시간 :한강 장편소설 ,지은이: 한강,문학동네,2011,9788954616515,3810.0,,813.62,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/067/707/06770742.jpg?type=m1&udate=20170801,https://data4library.kr/bookV?seq=1207905,2894
28,28,파과 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스 미디어그룹,2018,9791162203620,3810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/14224/40/cover/k872532537_1.jpg,https://data4library.kr/bookV?seq=3742540,2871
29,29,대온실 수리 보고서 :김금희 장편소설 ,지은이: 김금희,창비,2024,9788936439651,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34712/24/cover200/8936439650_2.jpg,https://data4library.kr/bookV?seq=6950753,2812
30,30,내가 한 말을 내가 오해하지 않기로 함 ,지은이: 문상훈,위너스북,2024,9791189352745,3810.0,,818.0,문학 > 한국문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/33037/31/cover/k882937586_1.jpg,https://data4library.kr/bookV?seq=6806344,2752
31,31,모우어 :천선란 소설 ,지은이: 천선란,문학동네,2024,9791141601447,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/35099/68/cover200/k442934507_1.jpg,https://data4library.kr/bookV?seq=6969030,2748
32,32,혼모노 :성해나 소설집 ,지은이: 성해나,창비,2025,9788936439743,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/36101/66/cover200/893643974x_1.jpg,https://data4library.kr/bookV?seq=7035395,2711
33,33,트로피컬 나이트 =조예은 소설집 /Tropical night ,지은이: 조예은,한겨레엔,2022,9791160408331,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/29946/7/cover/k962838741_1.jpg,https://data4library.kr/bookV?seq=6541800,2702
34,34,이끼숲 :천선란 연작소설 ,지은이: 천선란 ;일러스트: 점선면,자이언트북스,2023,9791191824216,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31568/81/cover/k672832652_1.jpg,https://data4library.kr/bookV?seq=6682814,2690
35,35,나는 메트로폴리탄 미술관의 경비원입니다 :가장 경이로운 세계 속으로 숨어버린 한 남자의 이야기 ,패트릭 브링리 지음 ;조현주 옮김,웅진씽크빅,2023,9788901276533,3840.0,,848.0,문학 > 영미문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/32892/38/cover/8901276534_2.jpg,https://data4library.kr/bookV?seq=6793850,2651
36,36,대도시의 사랑법 :박상영 연작소설 ,지은이: 박상영,창비,2019,9788936437978,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/19543/91/cover/8936437976_1.jpg,https://data4library.kr/bookV?seq=5435897,2565
37,37,흰 :한강 소설 ,지은이: 한강,문학동네,2018,9788954651134,3810.0,,813.62,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/14322/3/cover/8954651135_1.jpg,https://data4library.kr/bookV?seq=3746119,2562
38,38,단 한 사람 :최진영 장편소설 ,지은이: 최진영,한겨레엔,2023,9791160405750,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/32496/81/cover/k382935719_1.jpg,https://data4library.kr/bookV?seq=6764215,2550
39,39,불편한 편의점 :김호연 장편소설,지은이: 김호연,나무옆의자,2022,9791161571379,3810.0,2.0,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/29858/98/cover/k432838027_1.jpg,https://data4library.kr/bookV?seq=6529613,2525
40,40,오렌지와 빵칼 =청예 장편소설 /Orange and bread knife ,지은이: 청예,허블,2024,9791193078259,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34259/77/cover200/k852932962_1.jpg,https://data4library.kr/bookV?seq=6901042,2496
41,41,수박 수영장 :안녕달 그림책 ,지은이: 안녕달,창비,2015,9788936446819,77810.0,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/093/451/09345174.jpg?type=m1&udate=20180718,https://data4library.kr/bookV?seq=2396971,2434
42,42,탕비실 :이미예 소설 ,지은이: 이미예,오팬하우스,2024,9791198809940,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34193/41/cover200/k602931315_1.jpg,https://data4library.kr/bookV?seq=6894621,2398
43,43,삼체 =The three body ,류츠신 지음 ;허유영 옮김,자음과모음,2020,9788954442695,4820.0,1.0,823.7,문학 > 중국문학 > 소설,https://image.aladin.co.kr/product/28912/65/cover/8954442692_1.jpg,https://data4library.kr/bookV?seq=5708402,2336
44,44,돌이킬 수 있는 =문목하 장편소설 /Eversible ,지은이: 문목하,아작,2018,9791189015381,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/17531/63/cover/k062534304_1.jpg,https://data4library.kr/bookV?seq=5253241,2335
45,45,해가 지는 곳으로 :최진영 장편소설 ,지은이: 최진영,민음사,2017,9788937473166,4810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/11281/18/cover/893747316x_1.jpg,https://data4library.kr/bookV?seq=3468676,2258
46,46,사랑과 결함 :예소연 소설 ,지은이: 예소연,문학동네,2024,9791141601102,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34366/96/cover200/k972932005_1.jpg,https://data4library.kr/bookV?seq=6922272,2244
47,47,미드나잇 라이브러리 ,매트 헤이그 지음 ;노진선 옮김,인플루엔셜,2021,9791191056556,3840.0,,843.6,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/26987/37/cover/k962730610_1.jpg,https://data4library.kr/bookV?seq=5965665,2241
48,48,"파쇄 :일단 마음먹고 칼을 집었으면, 뜸 들이지 마 ",지은이: 구병모,위즈덤하우스,2023,9791168127012,4810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31273/29/cover/k592832565_1.jpg,https://data4library.kr/bookV?seq=6652567,2229
49,49,당신이 누군가를 죽였다 ,지은이: 히가시노 게이고 ;옮긴이: 최고은,교보문고,2024,9791170611561,3830.0,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/34292/25/cover200/k692932177_1.jpg,https://data4library.kr/bookV?seq=6905647,2213
50,50,적산가옥의 유령 :조예은 소설 ,지은이: 조예은,H(현대문학),2024,9791167902580,4810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34286/38/cover200/k592932077_1.jpg,https://data4library.kr/bookV?seq=6905353,2207
51,51,눈부신 안부 :백수린 장편소설 ,지은이: 백수린,문학동네,2023,9788954699372,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31688/62/cover/8954699375_1.jpg,https://data4library.kr/bookV?seq=6694629,2160
52,52,영원한 천국 :정유정 장편소설 ,지은이: 정유정,은행나무,2024,9791167374561,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34499/81/cover200/k712932751_1.jpg,https://data4library.kr/bookV?seq=6934298,2138
53,52,파견자들 :김초엽 장편소설 ,지은이: 김초엽,퍼블리온,2023,9791191587524,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/32591/29/cover/k352935549_1.jpg,https://data4library.kr/bookV?seq=6772199,2138
54,54,구의 증명 :최진영 소설 ,지은이: 최진영,은행나무,2015,9788956608556,3810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/5527/50/cover/8956608555_1.jpg,https://data4library.kr/bookV?seq=2619618,2137
55,55,나미야 잡화점의 기적 :히가시노 게이고 장편소설 ,지은이: 히가시노 게이고 ;옮긴이: 양윤옥,현대문학,2012,9788972756194,3830.0,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/15848/6/cover/k622533431_1.jpg,https://data4library.kr/bookV?seq=1902173,2135
56,56,아버지의 해방일지 :정지아 장편소설 ,지은이: 정지아,창비,2022,9788936438838,3810.0,,813.62,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/30048/51/cover/8936438832_1.jpg,https://data4library.kr/bookV?seq=6551957,2121
57,57,입속 지느러미 :조예은 장편소설 ,지은이: 조예은,한겨레엔,2024,9791172130633,4810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/34002/54/cover200/k462930652_1.jpg,https://data4library.kr/bookV?seq=6879532,2113
58,58,오싹오싹 크레용! ,글: 에런 레이놀즈 ;옮김: 홍연미,토토북,2022,9788964964767,77840.0,,843.0,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/30021/16/cover/8964964764_1.jpg,https://data4library.kr/bookV?seq=6548001,2087
59,59,하우스 메이드 ,프리다 맥파든 지음 ;김은영 옮김,Book Plaza(북플라자),2023,9791190157551,3840.0,,843.6,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/31427/37/cover/k532832215_1.jpg,https://data4library.kr/bookV?seq=6668806,2078
60,60,테디베어는 죽지 않아 :조예은 장편소설 ,지은이: 조예은,안전가옥,2023,9791193024225,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31862/4/cover/k292833420_1.jpg,https://data4library.kr/bookV?seq=6707466,2045
61,61,쇼코의 미소 :최은영 소설 ,지은이: 최은영,문학동네,2016,9788954641630,3810.0,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/107/859/10785953.jpg?type=m1&udate=20180717,https://data4library.kr/bookV?seq=3190615,2044
62,62,곰탕 :김영탁 장편소설 ,지은이: 김영탁,Arte(아르테),2018,9788950973759,4810.0,1.0,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/134/460/13446026.jpg?type=m1&udate=20180322,https://data4library.kr/bookV?seq=3725494,2033
63,63,아몬드 :손원평 장편소설 ,지은이: 손원평,창비,2017,9788936434267,3810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/16839/4/cover/k492534773_1.jpg,https://data4library.kr/bookV?seq=3423096,2030
64,64,아이가 없는 집 ,지은이: 알렉스 안도릴 ;옮긴이: 유혜인,필름,2024,9791193262184,3850.0,,859.7,문학 > 독일문학 > 기타 게르만 문학,https://image.aladin.co.kr/product/34117/59/cover200/k962931994_1.jpg,https://data4library.kr/bookV?seq=6890223,2025
65,65,내게 무해한 사람 :최은영 소설 ,지은이: 최은영,문학동네,2018,9788954651820,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/15133/51/cover/8954651828_1.jpg,https://data4library.kr/bookV?seq=3774162,2023
66,66,당근 유치원 ,지은이: 안녕달,창비,2020,9788936455484,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/24011/82/cover/8936455486_1.jpg,https://data4library.kr/bookV?seq=5666934,2006
67,67,메리골드 마음 세탁소 =윤정은 장편소설 /Marigold mind laundry ,글: 윤정은,북로망스,2023,9791191891287,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31222/5/cover/k562831250_2.jpg,https://data4library.kr/bookV?seq=6648006,1995
68,68,제철 행복 :김신지 에세이 ,지은이: 김신지,인플루엔셜,2024,9791168341890,3810.0,,818.0,문학 > 한국문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/33842/43/cover200/k982930091_1.jpg,https://data4library.kr/bookV?seq=6865324,1992
69,69,고양이 해결사 깜냥,홍민정 동화 ;김재희 그림,창비,2020,9788936447694,74810.0,1.0,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/23651/80/cover/8936447696_1.jpg,https://data4library.kr/bookV?seq=5642562,1991
70,70,늪 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2024,9788966351985,74830.0,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/33669/37/cover/8966351980_1.jpg,https://data4library.kr/bookV?seq=6849611,1982
71,70,미키7 :에드워드 애슈턴 SF 장편소설 ,지은이: 에드워드 애슈턴 ;옮긴이: 배지혜,황금가지,2022,9791170521730,3840.0,,843.6,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/29857/51/cover/k202838025_1.jpg,https://data4library.kr/bookV?seq=6529616,1982
72,72,가재가 노래하는 곳 :델리아 오언스 장편소설 ,지은이: 델리아 오언스 ;옮긴이: 김선형,살림출판사,2019,9788952240569,3840.0,,843.6,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/19469/77/cover/8952240561_2.jpg,https://data4library.kr/bookV?seq=5429697,1981
73,73,어른의 행복은 조용하다 ,글: 태수,페이지2북스,2024,9791169851053,3810.0,,818.0,문학 > 한국문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/35063/62/cover200/k532934196_1.jpg,https://data4library.kr/bookV?seq=6966282,1978
74,74,아가미 :구병모 장편소설 ,지은이: 구병모,위즈덤하우스,2018,9791162203392,3810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/13925/89/cover/k732532525_1.jpg,https://data4library.kr/bookV?seq=3732414,1975
75,75,"어서오세요, 휴남동 서점입니다 :황보름 장편소설 ",지은이: 황보름,클레이하우스,2022,9791197377143,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/28685/95/cover/k362836265_1.jpg,https://data4library.kr/bookV?seq=6389692,1959
76,76,오싹오싹 팬티! ,글: 에런 레이놀즈 ;옮김: 홍연미,토토북,2018,9788964963678,77840.0,,843.0,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/138/342/13834257.jpg?type=m1&udate=20180801,https://data4library.kr/bookV?seq=3858748,1951
77,77,건전지 엄마 :강인숙·전승배 그림책 ,"지은이: 강인숙,전승배",창비,2023,9788936429010,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31538/50/cover/8936429019_1.jpg,https://data4library.kr/bookV?seq=6681065,1939
78,78,용의자 X의 헌신 ,히가시노 게이고 지음 ;양억관 옮김,재인,2017,9788990982704,3830.0,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/124/818/12481857.jpg?type=m1&udate=20170914,https://data4library.kr/bookV?seq=3541024,1935
79,79,비눗방울 퐁 :이유리 소설집 ,지은이: 이유리,민음사,2024,9788937428234,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/35183/28/cover200/8937428237_1.jpg,https://data4library.kr/bookV?seq=6973602,1933
80,79,달러구트 꿈 백화점 :이미예 장편소설,지은이: 이미예,팩토리나인,2021,9791165343729,3810.0,2.0,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27587/47/cover/k962733015_1.jpg,https://data4library.kr/bookV?seq=6049391,1933
81,81,당근 할머니 :안녕달 그림책 ,지은이: 안녕달,창비,2024,9788936429232,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/33840/0/cover200/893642923x_1.jpg,https://data4library.kr/bookV?seq=6864744,1923
82,82,이 지랄맞음이 쌓여 축제가 되겠지 :조승리 에세이 ,글: 조승리,달 출판사,2024,9791158161767,3810.0,,818.0,문학 > 한국문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/33696/25/cover/k962939047_1.jpg,https://data4library.kr/bookV?seq=6854342,1917
83,83,파친코 :이민진 장편소설 ,지은이: 이민진 ;옮긴이: 신승미,인플루엔셜,2022,9791168340510,4840.0,1.0,843.6,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/29496/39/cover/k202838509_2.jpg,https://data4library.kr/bookV?seq=6512857,1901
84,84,자기 앞의 生 :에밀 아자르 장편소설 ,지은이: 에밀 아자르 ;옮긴이: 용경식,문학동네,2015,9788982816635,3860.0,,863.0,문학 > 프랑스문학 > 소설,http://image.aladin.co.kr/product/9751/78/cover/k472535448_1.jpg,https://data4library.kr/bookV?seq=279356,1900
85,85,GV 빌런 고태경 :2020 한경신춘문예 당선작 ,지은이: 정대건,은행나무,2020,9791190492430,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/23800/67/cover/k842639085_1.jpg,https://data4library.kr/bookV?seq=5654855,1879
86,86,직장 상사 악령 퇴치부 :이사구 연작소설집 ,지은이: 이사구,황금가지,2024,9791170523550,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/33464/16/cover/k882938849_1.jpg,https://data4library.kr/bookV?seq=6835059,1862
87,87,7년의 밤 :정유정 장편소설 ,지은이: 정유정,은행나무,2011,9788956604992,3810.0,,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/14712/55/cover/k202532053_1.jpg,https://data4library.kr/bookV?seq=1153285,1858
88,88,맡겨진 소녀 :클레어 키건 소설 ,지은이: 클레어 키건 ;옮긴이: 허진,다산북스,2023,9791130698199,3840.0,,843.6,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/31555/26/cover/k832832758_1.jpg,https://data4library.kr/bookV?seq=6681980,1851
89,89,왜 나는 너를 사랑하는가,알랭 드 보통 [지음];정영목 옮김,청미래,2007,9788986836240,3840.0,,843.0,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/030/257/03025716.jpg?type=m1&udate=20180227,https://data4library.kr/bookV?seq=2130072,1838
90,90,피프티 피플 :정세랑 장편소설 ,지은이: 정세랑,창비,2016,9788936434243,3810.0,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/113/062/11306271.jpg?type=m1&udate=20180117,https://data4library.kr/bookV?seq=3391014,1809
91,91,방금 떠나온 세계 :김초엽 소설집 ,지은이: 김초엽,한겨레엔,2021,9791160406504,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/28170/22/cover/k032835560_1.jpg,https://data4library.kr/bookV?seq=6322276,1797
92,92,달까지 가자 :장류진 장편소설 ,지은이: 장류진,창비,2021,9788936434496,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/25967/86/cover/k122737220_1.jpg,https://data4library.kr/bookV?seq=5957041,1787
93,93,숲속 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2021,9788966351411,74830.0,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/27611/0/cover/8966351417_1.jpg,https://data4library.kr/bookV?seq=6061299,1783
94,94,H마트에서 울다 ,미셸 자우너 지음 ;정혜윤 옮김,문학동네,2022,9788954683371,3840.0,,848.0,문학 > 영미문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/28962/10/cover/8954683371_1.jpg,https://data4library.kr/bookV?seq=6412735,1782
95,95,브람스를 좋아하세요 ,프랑수아즈 사강 [지음] ;김남주 옮김,민음사,2008,9788937461798,4800.0,179.0,863.0,문학 > 프랑스문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/045/694/04569434.jpg?type=m1&udate=20130412,https://data4library.kr/bookV?seq=2374505,1775
96,96,할머니의 여름휴가,안녕달,창비,2016,9788936454951,77810.0,,813.8,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/107/500/10750051.jpg?type=m1&udate=20170712,https://data4library.kr/bookV?seq=3174306,1774
97,97,랑과 나의 사막 :천선란 소설 ,지은이: 천선란,H(현대문학),2022,9791167901354,4810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/30395/18/cover/k572830160_1.jpg,https://data4library.kr/bookV?seq=6580839,1770
98,98,파친코 :이민진 장편소설,이민진 지음 ;이미정 옮김,문학사상,2018,9788970129815,4840.0,1.0,843.6,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/134/282/13428208.jpg?type=m1&udate=20180331,https://data4library.kr/bookV?seq=3723218,1769
99,99,바다 100층짜리 집 ,글·그림: 이와이 도시오 ;옮김: 김숙,북뱅크,2014,9788966350278,74830.0,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/4516/64/cover/8966350275_1.jpg,https://data4library.kr/bookV?seq=2613557,1763
100,100,오로라 ,지은이: 최진영,위즈덤하우스,2024,9791168127500,4810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/33464/10/cover/k652938849_1.jpg,https://data4library.kr/bookV?seq=6834576,1761
101,101,어떤 물질의 사랑 :천선란 소설집 ,지은이: 천선란,아작,2020,9791165508340,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/24605/89/cover/k532631174_1.jpg,https://data4library.kr/bookV?seq=5708343,1743
102,102,달리기를 말할 때 내가 하고 싶은 이야기 =What I talk about when I talk about running ,무라카미 하루키 지음 ;임홍빈 옮김,문학사상,2009,9788970128337,3830.0,,834.0,문학 > 일본문학 > 수필,http://image.aladin.co.kr/product/302/5/cover/8970128336_1.jpg,https://data4library.kr/bookV?seq=2271535,1738
